time_s,gaze_x,gaze_y,gaze_z,pupil_size_mm,head_x,head_y,head_z
11.1805,0.0,0.0,1.0,0.0,0.072,1.6,-8.557
11.1942,0.0,0.0,1.0,0.0,0.073,1.6,-8.557
11.2076,0.0,0.0,1.0,0.0,0.074,1.6,-8.557
11.2219,0.0,0.0,1.0,0.0,0.075,1.6,-8.557
11.2355,0.0,0.0,1.0,0.0,0.075,1.6,-8.558
11.249,0.0,0.0,1.0,0.0,0.076,1.6,-8.557
11.2636,0.0,0.0,1.0,0.0,0.076,1.6,-8.557
11.2773,0.0,0.0,1.0,0.0,0.077,1.6,-8.557
11.2912,0.0,0.0,1.0,0.0,0.077,1.6,-8.558
11.3051,0.0,0.0,1.0,0.0,0.077,1.6,-8.558
11.3194,0.0,0.0,1.0,0.0,0.077,1.6,-8.558
11.3326,0.0,0.0,1.0,0.0,0.078,1.6,-8.558
11.3466,0.0,0.0,1.0,0.0,0.078,1.6,-8.558
11.3606,0.0,0.0,1.0,0.0,0.079,1.6,-8.558
11.3744,0.0,0.0,1.0,0.0,0.079,1.6,-8.558
11.3889,0.0,0.0,1.0,0.0,0.079,1.6,-8.558
11.402,0.0,0.0,1.0,0.0,0.079,1.6,-8.558
11.4156,0.0,0.0,1.0,0.0,0.079,1.6,-8.558
11.4309,0.0,0.0,1.0,0.0,0.079,1.6,-8.558
11.4445,0.0,0.0,1.0,0.0,0.08,1.6,-8.558
11.4573,0.0,0.0,1.0,0.0,0.08,1.6,-8.559
11.4713,0.0,0.0,1.0,0.0,0.08,1.6,-8.559
11.4854,0.0,0.0,1.0,0.0,0.08,1.6,-8.559
11.4995,0.0,0.0,1.0,0.0,0.08,1.6,-8.559
11.5135,0.0,0.0,1.0,0.0,0.081,1.6,-8.559
11.5272,0.0,0.0,1.0,0.0,0.081,1.6,-8.559
11.5416,0.0,0.0,1.0,0.0,0.081,1.6,-8.559
11.5549,0.0,0.0,1.0,0.0,0.082,1.6,-8.56
11.5691,0.0,0.0,1.0,0.0,0.082,1.6,-8.56
11.5822,0.0,0.0,1.0,0.0,0.082,1.6,-8.56
11.5965,0.0,0.0,1.0,0.0,0.083,1.6,-8.56
11.6103,0.0,0.0,1.0,0.0,0.084,1.6,-8.56
11.6252,0.0,0.0,1.0,0.0,0.083,1.6,-8.56
11.6381,0.0,0.0,1.0,0.0,0.084,1.6,-8.56
11.6535,0.0,0.0,1.0,0.0,0.084,1.6,-8.561
11.6658,0.0,0.0,1.0,0.0,0.085,1.6,-8.561
11.68,0.0,0.0,1.0,0.0,0.085,1.6,-8.561
11.6936,0.0,0.0,1.0,0.0,0.086,1.6,-8.562
11.7083,0.0,0.0,1.0,0.0,0.087,1.6,-8.563
11.722,0.0,0.0,1.0,0.0,0.087,1.6,-8.563
11.7359,0.0,0.0,1.0,0.0,0.087,1.6,-8.563
11.7518,0.0,0.0,1.0,0.0,0.087,1.6,-8.563
11.7639,0.0,0.0,1.0,0.0,0.088,1.6,-8.564
11.7771,0.0,0.0,1.0,0.0,0.088,1.6,-8.564
11.7914,0.0,0.0,1.0,0.0,0.089,1.6,-8.564
11.8046,0.0,0.0,1.0,0.0,0.089,1.6,-8.564
11.8193,0.0,0.0,1.0,0.0,0.089,1.6,-8.565
11.8337,0.0,0.0,1.0,0.0,0.09,1.6,-8.565
11.8487,0.0,0.0,1.0,0.0,0.09,1.6,-8.565
11.8603,0.0,0.0,1.0,0.0,0.09,1.6,-8.565
11.8745,0.0,0.0,1.0,0.0,0.09,1.6,-8.565
11.8886,0.0,0.0,1.0,0.0,0.091,1.6,-8.565
11.9023,0.0,0.0,1.0,0.0,0.091,1.6,-8.565
11.9159,0.0,0.0,1.0,0.0,0.091,1.6,-8.566
11.9298,0.0,0.0,1.0,0.0,0.091,1.6,-8.566
11.9443,0.0,0.0,1.0,0.0,0.091,1.6,-8.566
11.9576,0.0,0.0,1.0,0.0,0.092,1.6,-8.566
11.9712,0.0,0.0,1.0,0.0,0.092,1.6,-8.567
11.9853,0.0,0.0,1.0,0.0,0.092,1.6,-8.567
12.0001,0.0,0.0,1.0,0.0,0.092,1.6,-8.567
12.0132,0.0,0.0,1.0,0.0,0.092,1.6,-8.567
12.0269,0.0,0.0,1.0,0.0,0.092,1.6,-8.567
12.0411,0.0,0.0,1.0,0.0,0.092,1.6,-8.567
12.055,0.0,0.0,1.0,0.0,0.092,1.6,-8.567
12.0704,0.0,0.0,1.0,0.0,0.092,1.6,-8.567
12.0831,0.0,0.0,1.0,0.0,0.092,1.6,-8.567
12.0965,0.0,0.0,1.0,0.0,0.091,1.6,-8.567
12.1107,0.0,0.0,1.0,0.0,0.091,1.6,-8.567
12.1241,0.0,0.0,1.0,0.0,0.091,1.6,-8.567
12.1376,0.0,0.0,1.0,0.0,0.091,1.6,-8.567
12.1528,0.0,0.0,1.0,0.0,0.091,1.6,-8.567
12.1668,0.0,0.0,1.0,0.0,0.091,1.6,-8.567
12.1796,0.0,0.0,1.0,0.0,0.09,1.6,-8.568
12.1937,0.0,0.0,1.0,0.0,0.09,1.6,-8.568
12.2071,0.0,0.0,1.0,0.0,0.09,1.6,-8.568
12.2214,0.0,0.0,1.0,0.0,0.09,1.6,-8.568
12.2354,0.0,0.0,1.0,0.0,0.09,1.6,-8.568
12.2495,0.0,0.0,1.0,0.0,0.09,1.6,-8.568
12.2636,0.0,0.0,1.0,0.0,0.09,1.6,-8.568
12.2773,0.0,0.0,1.0,0.0,0.09,1.6,-8.568
12.2909,0.0,0.0,1.0,0.0,0.09,1.6,-8.568
12.3053,0.0,0.0,1.0,0.0,0.091,1.6,-8.569
12.3192,0.0,0.0,1.0,0.0,0.091,1.6,-8.569
12.3328,0.0,0.0,1.0,0.0,0.092,1.6,-8.569
12.3479,0.0,0.0,1.0,0.0,0.092,1.6,-8.569
12.3611,0.0,0.0,1.0,0.0,0.093,1.6,-8.569
12.375,0.0,0.0,1.0,0.0,0.093,1.6,-8.569
12.3874,0.0,0.0,1.0,0.0,0.094,1.6,-8.569
12.4023,0.0,0.0,1.0,0.0,0.095,1.6,-8.569
12.4166,0.0,0.0,1.0,0.0,0.095,1.6,-8.569
12.4303,0.0,0.0,1.0,0.0,0.095,1.6,-8.57
12.4443,0.0,0.0,1.0,0.0,0.096,1.6,-8.57
12.4576,0.0,0.0,1.0,0.0,0.096,1.6,-8.57
12.4721,0.0,0.0,1.0,0.0,0.097,1.6,-8.57
12.4859,0.0,0.0,1.0,0.0,0.098,1.6,-8.57
12.4988,0.0,0.0,1.0,0.0,0.098,1.6,-8.57
12.5131,0.0,0.0,1.0,0.0,0.099,1.6,-8.57
12.5273,0.0,0.0,1.0,0.0,0.099,1.6,-8.571
12.5412,0.0,0.0,1.0,0.0,0.1,1.6,-8.571
12.5549,0.0,0.0,1.0,0.0,0.101,1.6,-8.571
12.5692,0.0,0.0,1.0,0.0,0.101,1.6,-8.572
12.5826,0.0,0.0,1.0,0.0,0.101,1.6,-8.572
12.5972,0.0,0.0,1.0,0.0,0.102,1.6,-8.572
12.6103,0.0,0.0,1.0,0.0,0.103,1.6,-8.573
12.6244,0.0,0.0,1.0,0.0,0.103,1.6,-8.573
12.6388,0.0,0.0,1.0,0.0,0.104,1.6,-8.573
12.6527,0.0,0.0,1.0,0.0,0.105,1.6,-8.574
12.6654,0.0,0.0,1.0,0.0,0.106,1.6,-8.574
12.6803,0.0,0.0,1.0,0.0,0.107,1.6,-8.575
12.6939,0.0,0.0,1.0,0.0,0.107,1.6,-8.575
12.7072,0.0,0.0,1.0,0.0,0.108,1.6,-8.576
12.7214,0.0,0.0,1.0,0.0,0.109,1.6,-8.576
12.7355,0.0,0.0,1.0,0.0,0.11,1.6,-8.577
12.7505,0.0,0.0,1.0,0.0,0.111,1.6,-8.577
12.7635,0.0,0.0,1.0,0.0,0.112,1.6,-8.577
12.7767,0.0,0.0,1.0,0.0,0.112,1.6,-8.577
12.791,0.0,0.0,1.0,0.0,0.113,1.6,-8.578
12.8056,0.0,0.0,1.0,0.0,0.113,1.6,-8.578
12.8191,0.0,0.0,1.0,0.0,0.114,1.6,-8.579
12.8327,0.0,0.0,1.0,0.0,0.115,1.6,-8.579
12.8463,0.0,0.0,1.0,0.0,0.116,1.6,-8.58
12.8604,0.0,0.0,1.0,0.0,0.117,1.6,-8.58
12.8743,0.0,0.0,1.0,0.0,0.118,1.6,-8.58
12.8873,0.0,0.0,1.0,0.0,0.119,1.6,-8.58
12.9024,0.0,0.0,1.0,0.0,0.119,1.6,-8.581
12.9155,0.0,0.0,1.0,0.0,0.12,1.6,-8.581
12.9296,0.0,0.0,1.0,0.0,0.12,1.6,-8.581
12.9443,0.0,0.0,1.0,0.0,0.119,1.6,-8.582
12.9571,0.0,0.0,1.0,0.0,0.12,1.6,-8.582
12.9715,0.0,0.0,1.0,0.0,0.12,1.6,-8.582
12.9856,0.0,0.0,1.0,0.0,0.12,1.6,-8.583
12.9995,0.0,0.0,1.0,0.0,0.121,1.6,-8.583
13.0144,0.0,0.0,1.0,0.0,0.122,1.6,-8.583
13.027,0.0,0.0,1.0,0.0,0.122,1.6,-8.583
13.041,0.0,0.0,1.0,0.0,0.122,1.6,-8.583
13.0549,0.0,0.0,1.0,0.0,0.123,1.6,-8.584
13.0691,0.0,0.0,1.0,0.0,0.124,1.6,-8.584
13.082,0.0,0.0,1.0,0.0,0.124,1.6,-8.584
13.0961,0.0,0.0,1.0,0.0,0.125,1.6,-8.585
13.1106,0.0,0.0,1.0,0.0,0.125,1.6,-8.585
13.1244,0.0,0.0,1.0,0.0,0.126,1.6,-8.585
13.1401,0.0,0.0,1.0,0.0,0.127,1.6,-8.586
13.1522,0.0,0.0,1.0,0.0,0.127,1.6,-8.586
13.1658,0.0,0.0,1.0,0.0,0.127,1.6,-8.586
13.1798,0.0,0.0,1.0,0.0,0.128,1.6,-8.586
13.194,0.0,0.0,1.0,0.0,0.128,1.6,-8.587
13.2075,0.0,0.0,1.0,0.0,0.129,1.6,-8.587
13.2218,0.0,0.0,1.0,0.0,0.13,1.6,-8.587
13.2353,0.0,0.0,1.0,0.0,0.13,1.6,-8.587
13.2492,0.0,0.0,1.0,0.0,0.131,1.6,-8.588
13.2644,0.0,0.0,1.0,0.0,0.132,1.6,-8.588
13.2768,0.0,0.0,1.0,0.0,0.132,1.6,-8.588
13.2912,0.0,0.0,1.0,0.0,0.133,1.6,-8.588
13.3057,0.0,0.0,1.0,0.0,0.134,1.6,-8.589
13.3198,0.0,0.0,1.0,0.0,0.134,1.6,-8.589
13.3332,0.0,0.0,1.0,0.0,0.136,1.6,-8.59
13.3475,0.0,0.0,1.0,0.0,0.136,1.6,-8.59
13.3611,0.0,0.0,1.0,0.0,0.137,1.6,-8.591
13.3747,0.0,0.0,1.0,0.0,0.138,1.6,-8.591
13.3881,0.0,0.0,1.0,0.0,0.139,1.6,-8.592
13.4024,0.0,0.0,1.0,0.0,0.139,1.6,-8.592
13.4172,0.0,0.0,1.0,0.0,0.141,1.6,-8.592
13.4311,0.0,0.0,1.0,0.0,0.141,1.6,-8.593
13.4439,0.0,0.0,1.0,0.0,0.142,1.6,-8.594
13.4579,0.0,0.0,1.0,0.0,0.143,1.6,-8.594
13.4717,0.0,0.0,1.0,0.0,0.145,1.6,-8.595
13.4852,0.0,0.0,1.0,0.0,0.146,1.6,-8.596
13.499,0.0,0.0,1.0,0.0,0.147,1.6,-8.596
13.5127,0.0,0.0,1.0,0.0,0.149,1.6,-8.597
13.527,0.0,0.0,1.0,0.0,0.15,1.6,-8.598
13.5408,0.0,0.0,1.0,0.0,0.152,1.6,-8.6
13.5548,0.0,0.0,1.0,0.0,0.153,1.6,-8.601
13.5693,0.0,0.0,1.0,0.0,0.155,1.6,-8.602
13.5832,0.0,0.0,1.0,0.0,0.156,1.6,-8.603
13.5964,0.0,0.0,1.0,0.0,0.157,1.6,-8.604
13.6104,0.0,0.0,1.0,0.0,0.158,1.6,-8.606
13.6249,0.0,0.0,1.0,0.0,0.159,1.6,-8.608
13.6376,0.0,0.0,1.0,0.0,0.161,1.6,-8.609
13.6534,0.0,0.0,1.0,0.0,0.161,1.6,-8.611
13.6662,0.0,0.0,1.0,0.0,0.163,1.6,-8.612
13.6801,0.0,0.0,1.0,0.0,0.164,1.6,-8.613
13.6938,0.0,0.0,1.0,0.0,0.164,1.6,-8.616
13.7092,0.0,0.0,1.0,0.0,0.165,1.6,-8.617
13.722,0.0,0.0,1.0,0.0,0.166,1.6,-8.618
13.7359,0.0,0.0,1.0,0.0,0.167,1.6,-8.621
13.7494,0.0,0.0,1.0,0.0,0.168,1.6,-8.622
13.7636,0.0,0.0,1.0,0.0,0.169,1.6,-8.623
13.777,0.0,0.0,1.0,0.0,0.168,1.6,-8.625
13.791,0.0,0.0,1.0,0.0,0.169,1.6,-8.626
13.8052,0.0,0.0,1.0,0.0,0.169,1.6,-8.629
13.8192,0.0,0.0,1.0,0.0,0.169,1.6,-8.631
13.8328,0.0,0.0,1.0,0.0,0.17,1.6,-8.632
13.8465,0.0,0.0,1.0,0.0,0.171,1.6,-8.633
13.8605,0.0,0.0,1.0,0.0,0.172,1.6,-8.635
13.8744,0.0,0.0,1.0,0.0,0.173,1.6,-8.636
13.8886,0.0,0.0,1.0,0.0,0.173,1.6,-8.637
13.9016,0.0,0.0,1.0,0.0,0.173,1.6,-8.641
13.9163,0.0,0.0,1.0,0.0,0.173,1.6,-8.642
13.9306,0.0,0.0,1.0,0.0,0.174,1.6,-8.642
13.9443,0.0,0.0,1.0,0.0,0.173,1.6,-8.643
13.9575,0.0,0.0,1.0,0.0,0.174,1.6,-8.644
13.9713,0.0,0.0,1.0,0.0,0.174,1.6,-8.645
13.9857,0.0,0.0,1.0,0.0,0.174,1.6,-8.645
13.9991,0.0,0.0,1.0,0.0,0.175,1.6,-8.646
14.0129,0.0,0.0,1.0,0.0,0.175,1.6,-8.646
14.027,0.0,0.0,1.0,0.0,0.175,1.6,-8.646
14.041,0.0,0.0,1.0,0.0,0.175,1.6,-8.646
14.0552,0.0,0.0,1.0,0.0,0.175,1.6,-8.645
14.0699,0.0,0.0,1.0,0.0,0.176,1.6,-8.645
14.0825,0.0,0.0,1.0,0.0,0.176,1.6,-8.645
14.0967,0.0,0.0,1.0,0.0,0.175,1.6,-8.644
14.1101,0.0,0.0,1.0,0.0,0.176,1.6,-8.643
14.1243,0.0,0.0,1.0,0.0,0.176,1.6,-8.642
14.1374,0.0,0.0,1.0,0.0,0.176,1.6,-8.641
14.1532,0.0,0.0,1.0,0.0,0.176,1.6,-8.64
14.1658,0.0,0.0,1.0,0.0,0.176,1.6,-8.639
14.1805,0.0,0.0,1.0,0.0,0.175,1.6,-8.637
14.1938,0.0,0.0,1.0,0.0,0.175,1.6,-8.636
14.2073,0.0,0.0,1.0,0.0,0.174,1.6,-8.634
14.2215,0.0,0.0,1.0,0.0,0.174,1.6,-8.633
14.2357,0.0,0.0,1.0,0.0,0.173,1.6,-8.632
14.2493,0.0,0.0,1.0,0.0,0.173,1.6,-8.631
14.2634,0.0,0.0,1.0,0.0,0.172,1.6,-8.629
14.2767,0.0,0.0,1.0,0.0,0.171,1.6,-8.627
14.2907,0.0,0.0,1.0,0.0,0.169,1.6,-8.625
14.3054,0.0,0.0,1.0,0.0,0.168,1.6,-8.624
14.3193,0.0,0.0,1.0,0.0,0.167,1.6,-8.622
14.3328,0.0,0.0,1.0,0.0,0.167,1.6,-8.621
14.3464,0.0,0.0,1.0,0.0,0.162,1.6,-8.619
14.3604,0.0,0.0,1.0,0.0,0.162,1.6,-8.618
14.3745,0.0,0.0,1.0,0.0,0.158,1.6,-8.616
14.3879,0.0,0.0,1.0,0.0,0.157,1.6,-8.615
14.402,0.0,0.0,1.0,0.0,0.156,1.6,-8.614
14.4158,0.0,0.0,1.0,0.0,0.152,1.6,-8.612
14.4299,0.0,0.0,1.0,0.0,0.151,1.6,-8.611
14.4435,0.0,0.0,1.0,0.0,0.15,1.6,-8.61
14.4575,0.0,0.0,1.0,0.0,0.148,1.6,-8.609
14.4714,0.0,0.0,1.0,0.0,0.147,1.6,-8.608
14.4861,0.0,0.0,1.0,0.0,0.146,1.6,-8.607
14.4995,0.0,0.0,1.0,0.0,0.143,1.6,-8.605
14.5136,0.0,0.0,1.0,0.0,0.142,1.6,-8.604
14.527,0.0,0.0,1.0,0.0,0.14,1.6,-8.603
14.5408,0.0,0.0,1.0,0.0,0.138,1.6,-8.602
14.5549,0.0,0.0,1.0,0.0,0.137,1.6,-8.601
14.5698,0.0,0.0,1.0,0.0,0.136,1.6,-8.6
14.5839,0.0,0.0,1.0,0.0,0.133,1.6,-8.599
14.5966,0.0,0.0,1.0,0.0,0.132,1.6,-8.598
14.6101,0.0,0.0,1.0,0.0,0.13,1.6,-8.596
14.6249,0.0,0.0,1.0,0.0,0.129,1.6,-8.595
14.6391,0.0,0.0,1.0,0.0,0.127,1.6,-8.595
14.6521,0.0,0.0,1.0,0.0,0.125,1.6,-8.593
14.6656,0.0,0.0,1.0,0.0,0.124,1.6,-8.592
14.6801,0.0,0.0,1.0,0.0,0.122,1.6,-8.591
14.6942,0.0,0.0,1.0,0.0,0.121,1.6,-8.59
14.7076,0.0,0.0,1.0,0.0,0.12,1.6,-8.589
14.7218,0.0,0.0,1.0,0.0,0.119,1.6,-8.588
14.7355,0.0,0.0,1.0,0.0,0.117,1.6,-8.587
14.7496,0.0,0.0,1.0,0.0,0.115,1.6,-8.586
14.7634,0.0,0.0,1.0,0.0,0.114,1.6,-8.586
14.7775,0.0,0.0,1.0,0.0,0.113,1.6,-8.584
14.7916,0.0,0.0,1.0,0.0,0.111,1.6,-8.584
14.8049,0.0,0.0,1.0,0.0,0.11,1.6,-8.583
14.8197,0.0,0.0,1.0,0.0,0.108,1.6,-8.582
14.8331,0.0,0.0,1.0,0.0,0.107,1.6,-8.581
14.8472,0.0,0.0,1.0,0.0,0.105,1.6,-8.58
14.8605,0.0,0.0,1.0,0.0,0.104,1.6,-8.58
14.8748,0.0,0.0,1.0,0.0,0.102,1.6,-8.579
14.8886,0.0,0.0,1.0,0.0,0.101,1.6,-8.579
14.9028,0.0,0.0,1.0,0.0,0.099,1.6,-8.578
14.9164,0.0,0.0,1.0,0.0,0.098,1.6,-8.577
14.9302,0.0,0.0,1.0,0.0,0.096,1.6,-8.576
14.9443,0.0,0.0,1.0,0.0,0.095,1.6,-8.576
14.9581,0.0,0.0,1.0,0.0,0.093,1.6,-8.575
14.9718,0.0,0.0,1.0,0.0,0.092,1.6,-8.574
14.9862,0.0,0.0,1.0,0.0,0.09,1.6,-8.573
15.0008,0.0,0.0,1.0,0.0,0.088,1.6,-8.572
15.0134,0.0,0.0,1.0,0.0,0.087,1.6,-8.571
15.0277,0.0,0.0,1.0,0.0,0.086,1.6,-8.57
15.0417,0.0,0.0,1.0,0.0,0.085,1.6,-8.569
15.0542,0.0,0.0,1.0,0.0,0.083,1.6,-8.568
15.0692,0.0,0.0,1.0,0.0,0.082,1.6,-8.566
15.0833,0.0,0.0,1.0,0.0,0.081,1.6,-8.565
15.0965,0.0,0.0,1.0,0.0,0.079,1.6,-8.564
15.1109,0.0,0.0,1.0,0.0,0.078,1.6,-8.563
15.1242,0.0,0.0,1.0,0.0,0.077,1.6,-8.561
15.1388,0.0,0.0,1.0,0.0,0.076,1.6,-8.559
15.1517,0.0,0.0,1.0,0.0,0.075,1.6,-8.558
15.1655,0.0,0.0,1.0,0.0,0.074,1.6,-8.557
15.1797,0.0,0.0,1.0,0.0,0.073,1.6,-8.556
15.1938,0.0,0.0,1.0,0.0,0.072,1.6,-8.555
15.2079,0.0,0.0,1.0,0.0,0.071,1.6,-8.554
15.2217,0.0,0.0,1.0,0.0,0.07,1.6,-8.552
15.2357,0.0,0.0,1.0,0.0,0.069,1.6,-8.551
15.2493,0.0,0.0,1.0,0.0,0.069,1.6,-8.551
15.2629,0.0,0.0,1.0,0.0,0.068,1.6,-8.55
15.2769,0.0,0.0,1.0,0.0,0.068,1.6,-8.549
15.2909,0.0,0.0,1.0,0.0,0.067,1.6,-8.549
15.3049,0.0,0.0,1.0,0.0,0.066,1.6,-8.547
15.3191,0.0,0.0,1.0,0.0,0.065,1.6,-8.547
15.3327,0.0,0.0,1.0,0.0,0.065,1.6,-8.546
15.3465,0.0,0.0,1.0,0.0,0.064,1.6,-8.546
15.3609,0.0,0.0,1.0,0.0,0.064,1.6,-8.545
15.374,0.0,0.0,1.0,0.0,0.063,1.6,-8.545
15.3876,0.0,0.0,1.0,0.0,0.063,1.6,-8.544
15.402,0.0,0.0,1.0,0.0,0.062,1.6,-8.544
15.4158,0.0,0.0,1.0,0.0,0.062,1.6,-8.543
15.43,0.0,0.0,1.0,0.0,0.061,1.6,-8.543
15.4436,0.0,0.0,1.0,0.0,0.061,1.6,-8.542
15.4576,0.0,0.0,1.0,0.0,0.06,1.6,-8.542
15.4719,0.0,0.0,1.0,0.0,0.06,1.6,-8.542
15.4852,0.0,0.0,1.0,0.0,0.059,1.6,-8.541
15.4989,0.0,0.0,1.0,0.0,0.059,1.6,-8.541
15.5133,0.0,0.0,1.0,0.0,0.058,1.6,-8.541
15.5274,0.0,0.0,1.0,0.0,0.058,1.6,-8.541
15.5411,0.0,0.0,1.0,0.0,0.057,1.6,-8.54
15.5547,0.0,0.0,1.0,0.0,0.057,1.6,-8.54
15.5686,0.0,0.0,1.0,0.0,0.056,1.6,-8.539
15.5825,0.0,0.0,1.0,0.0,0.055,1.6,-8.539
15.5969,0.0,0.0,1.0,0.0,0.055,1.6,-8.539
15.6101,0.0,0.0,1.0,0.0,0.054,1.6,-8.539
15.6241,0.0,0.0,1.0,0.0,0.053,1.6,-8.538
15.6387,0.0,0.0,1.0,0.0,0.053,1.6,-8.538
15.6516,0.0,0.0,1.0,0.0,0.052,1.6,-8.538
15.666,0.0,0.0,1.0,0.0,0.051,1.6,-8.538
15.6797,0.0,0.0,1.0,0.0,0.05,1.6,-8.538
15.6938,0.0,0.0,1.0,0.0,0.049,1.6,-8.537
15.7082,0.0,0.0,1.0,0.0,0.048,1.6,-8.537
15.7218,0.0,0.0,1.0,0.0,0.047,1.6,-8.537
15.7365,0.0,0.0,1.0,0.0,0.046,1.6,-8.536
15.7498,0.0,0.0,1.0,0.0,0.045,1.6,-8.536
15.7628,0.0,0.0,1.0,0.0,0.045,1.6,-8.536
15.7768,0.0,0.0,1.0,0.0,0.043,1.6,-8.535
15.7909,0.0,0.0,1.0,0.0,0.042,1.6,-8.535
15.8043,0.0,0.0,1.0,0.0,0.041,1.6,-8.535
15.8195,0.0,0.0,1.0,0.0,0.04,1.6,-8.534
15.8327,0.0,0.0,1.0,0.0,0.039,1.6,-8.533
15.8462,0.0,0.0,1.0,0.0,0.039,1.6,-8.533
15.8606,0.0,0.0,1.0,0.0,0.037,1.6,-8.532
15.8746,0.0,0.0,1.0,0.0,0.036,1.6,-8.532
15.8889,0.0,0.0,1.0,0.0,0.035,1.6,-8.531
15.9023,0.0,0.0,1.0,0.0,0.035,1.6,-8.531
15.9163,0.0,0.0,1.0,0.0,0.034,1.6,-8.53
15.93,0.0,0.0,1.0,0.0,0.033,1.6,-8.53
15.9442,0.0,0.0,1.0,0.0,0.032,1.6,-8.53
15.9579,0.0,0.0,1.0,0.0,0.031,1.6,-8.529
15.972,0.0,0.0,1.0,0.0,0.03,1.6,-8.528
15.9858,0.0,0.0,1.0,0.0,0.03,1.6,-8.528
15.9998,0.0,0.0,1.0,0.0,0.029,1.6,-8.528
16.0136,0.0,0.0,1.0,0.0,0.028,1.6,-8.528
16.0276,0.0,0.0,1.0,0.0,0.027,1.6,-8.528
16.0414,0.0,0.0,1.0,0.0,0.027,1.6,-8.528
16.0548,0.0,0.0,1.0,0.0,0.026,1.6,-8.527
16.0701,0.0,0.0,1.0,0.0,0.026,1.6,-8.527
16.083,0.0,0.0,1.0,0.0,0.025,1.6,-8.528
16.0966,0.0,0.0,1.0,0.0,0.025,1.6,-8.528
16.1103,0.0,0.0,1.0,0.0,0.024,1.6,-8.528
16.1246,0.0,0.0,1.0,0.0,0.024,1.6,-8.528
16.1391,0.0,0.0,1.0,0.0,0.024,1.6,-8.528
16.1521,0.0,0.0,1.0,0.0,0.023,1.6,-8.528
16.1662,0.0,0.0,1.0,0.0,0.023,1.6,-8.528
16.1806,0.0,0.0,1.0,0.0,0.023,1.6,-8.528
16.1943,0.0,0.0,1.0,0.0,0.022,1.6,-8.528
16.2074,0.0,0.0,1.0,0.0,0.022,1.6,-8.528
16.2214,0.0,0.0,1.0,0.0,0.022,1.6,-8.528
16.2355,0.0,0.0,1.0,0.0,0.022,1.6,-8.529
16.2499,0.0,0.0,1.0,0.0,0.021,1.6,-8.529
16.2634,0.0,0.0,1.0,0.0,0.021,1.6,-8.528
16.2775,0.0,0.0,1.0,0.0,0.021,1.6,-8.529
16.2913,0.0,0.0,1.0,0.0,0.021,1.6,-8.529
16.3052,0.0,0.0,1.0,0.0,0.02,1.6,-8.529
16.3196,0.0,0.0,1.0,0.0,0.02,1.6,-8.529
16.3331,0.0,0.0,1.0,0.0,0.02,1.6,-8.529
16.3472,0.0,0.0,1.0,0.0,0.02,1.6,-8.529
16.361,0.0,0.0,1.0,0.0,0.019,1.6,-8.53
16.3742,0.0,0.0,1.0,0.0,0.019,1.6,-8.529
16.3881,0.0,0.0,1.0,0.0,0.019,1.6,-8.529
16.4029,0.0,0.0,1.0,0.0,0.018,1.6,-8.53
16.4159,0.0,0.0,1.0,0.0,0.018,1.6,-8.529
16.4299,0.0,0.0,1.0,0.0,0.017,1.6,-8.529
16.4441,0.0,0.0,1.0,0.0,0.017,1.6,-8.529
16.4575,0.0,0.0,1.0,0.0,0.016,1.6,-8.529
16.4718,0.0,0.0,1.0,0.0,0.016,1.6,-8.529
16.4863,0.0,0.0,1.0,0.0,0.016,1.6,-8.529
16.4994,0.0,0.0,1.0,0.0,0.015,1.6,-8.527
16.5134,0.0,0.0,1.0,0.0,0.015,1.6,-8.527
16.5269,0.0,0.0,1.0,0.0,0.015,1.6,-8.527
16.5409,0.0,0.0,1.0,0.0,0.014,1.6,-8.526
16.5551,0.0,0.0,1.0,0.0,0.014,1.6,-8.526
16.5693,0.0,0.0,1.0,0.0,0.014,1.6,-8.526
16.5823,0.0,0.0,1.0,0.0,0.014,1.6,-8.525
16.5963,0.0,0.0,1.0,0.0,0.013,1.6,-8.525
16.6104,0.0,0.0,1.0,0.0,0.013,1.6,-8.524
16.6237,0.0,0.0,1.0,0.0,0.013,1.6,-8.524
16.6379,0.0,0.0,1.0,0.0,0.013,1.6,-8.524
16.6522,0.0,0.0,1.0,0.0,0.013,1.6,-8.523
16.666,0.0,0.0,1.0,0.0,0.013,1.6,-8.523
16.6795,0.0,0.0,1.0,0.0,0.013,1.6,-8.523
16.6936,0.0,0.0,1.0,0.0,0.013,1.6,-8.522
16.7076,0.0,0.0,1.0,0.0,0.013,1.6,-8.522
16.7221,0.0,0.0,1.0,0.0,0.013,1.6,-8.522
16.7359,0.0,0.0,1.0,0.0,0.013,1.6,-8.522
16.7502,0.0,0.0,1.0,0.0,0.013,1.6,-8.522
16.7634,0.0,0.0,1.0,0.0,0.013,1.6,-8.522
16.7773,0.0,0.0,1.0,0.0,0.014,1.6,-8.521
16.7911,0.0,0.0,1.0,0.0,0.014,1.6,-8.521
16.8045,0.0,0.0,1.0,0.0,0.014,1.6,-8.521
16.8196,0.0,0.0,1.0,0.0,0.015,1.6,-8.521
16.8326,0.0,0.0,1.0,0.0,0.015,1.6,-8.521
16.8459,0.0,0.0,1.0,0.0,0.015,1.6,-8.521
16.8605,0.0,0.0,1.0,0.0,0.015,1.6,-8.52
16.8741,0.0,0.0,1.0,0.0,0.015,1.6,-8.521
